highway,count,length
busway,7,2133.786
construction,12,1700.206
cycleway,9,9548.036
footway,355,25915.244
living_street,1,1033.438
path,33,1852.937
pedestrian,15,2769.351
primary,141,42688.416
primary_link,75,6150.752
residential,3146,388203.696
secondary,204,76768.928
secondary_link,84,5731.353
service,376,31639.404
steps,22,289.806
tertiary,207,65824.77
tertiary_link,27,602.192
track,17,7166.374
trunk,4,14222.598
trunk_link,23,5093.855
unclassified,33,8300.98
