amenity,count
atm,4
bank,8
bench,2
cafe,4
car_wash,5
clinic,2
doctors,2
fast_food,1
fire_station,1
ice_cream,2
parking,1
pharmacy,6
place_of_worship,2
restaurant,1
school,4
shelter,84
telephone,2
toilets,2
waste_basket,2
