highway,count,length
construction,99,30685.662
cycleway,10,6731.644
footway,1493,91388.699
living_street,147,17772.043
path,9,566.584
pedestrian,6,1483.677
primary,78,29417.779
primary_link,35,1596.72
residential,3577,491725.259
rest_area,2,49.166
secondary,337,115306.747
secondary_link,91,3278.964
service,402,44778.795
steps,83,1753.869
tertiary,225,72653.881
tertiary_link,23,520.431
track,7,3301.781
trunk,133,57978.373
trunk_link,111,25581.416
unclassified,96,19338.151
