highway,count,length
construction,19,9570.001
cycleway,4,3618.417
footway,515,29764.974
living_street,68,6339.965
path,3,108.299
pedestrian,1,1047.218
primary,3,1220.865
residential,863,125423.248
rest_area,2,49.166
road,7,1546.809
secondary,168,56782.066
secondary_link,31,1270.881
service,128,15479.352
steps,12,289.92
tertiary,58,18217.327
tertiary_link,2,34.414
track,13,6831.666
trunk,42,15021.862
trunk_link,15,2104.657
unclassified,15,5786.713
