highway,count,length
busway,7,2133.786
construction,9,1095.238
cycleway,8,7903.343
footway,168,14683.344
living_street,3,1124.699
path,12,342.233
pedestrian,14,1932.229
primary,76,21786.761
primary_link,46,3640.891
residential,1515,170962.11
secondary,144,47213.556
secondary_link,41,1421.735
service,214,15864.998
steps,14,307.631
tertiary,112,32368.484
tertiary_link,4,65.45
unclassified,3,160.673
