highway,count,length
construction,23,9088.577
cycleway,1,792.565
footway,145,8563.303
living_street,26,2616.813
motorway,2,5880.991
motorway_link,2,458.592
pedestrian,2,370.194
primary,1,407.32
residential,286,50149.779
secondary,26,8997.78
secondary_link,5,128.651
service,41,9460.983
steps,6,67.847
tertiary,68,17676.923
tertiary_link,7,269.741
trunk,16,6477.248
trunk_link,18,6633.713
unclassified,9,6076.544
