highway,count,length
footway,67,5437.982
pedestrian,1,868.736
primary,16,13381.258
primary_link,9,200.247
residential,345,95718.621
service,23,6174.528
steps,2,23.86
tertiary,56,23787.997
tertiary_link,1,43.49
track,35,11501.24
unclassified,20,27616.467
