highway,count,length
construction,12,6149.62
cycleway,1,816.304
footway,27,1481.335
primary,12,1140.422
primary_link,1,42.423
residential,75,14780.753
secondary,19,17895.248
secondary_link,5,158.7
service,15,1332.634
tertiary,16,6798.957
tertiary_link,3,110.384
trunk,10,3826.038
trunk_link,12,2535.433
unclassified,1,10.364
