highway,count,length
footway,34,3858.511
residential,225,32768.234
secondary,18,5772.157
secondary_link,2,107.386
service,11,1018.961
steps,1,16.619
tertiary,21,4521.805
trunk,5,4505.983
trunk_link,4,394.32
