highway,count,length
footway,20,682.847
living_street,1,1033.438
path,2,95.978
primary,5,3901.725
primary_link,2,103.811
residential,178,23573.448
secondary,17,6988.188
secondary_link,9,321.333
service,3,175.659
tertiary,9,4325.752
