highway,count,length
construction,4,3040.535
footway,123,13824.116
living_street,1,210.865
path,1,75.905
pedestrian,16,5683.962
primary,26,5551.55
primary_link,10,1647.766
residential,32,5364.731
secondary,3,1809.512
service,34,3619.406
steps,2,19.702
tertiary,3,1401.506
unclassified,1,45.988
