highway,count,length
busway,2,552.372
construction,10,1164.792
footway,7,231.149
primary,5,1771.956
primary_link,5,506.842
residential,83,9735.164
secondary,14,3033.802
secondary_link,5,217.778
service,12,643.245
tertiary,3,1181.502
tertiary_link,2,52.165
