highway,count,length
construction,12,8009.815
cycleway,4,2657.275
footway,483,27623.987
living_street,96,11712.876
path,4,181.464
pedestrian,5,436.459
primary,72,27318.754
primary_link,20,908.116
residential,1991,288445.574
secondary,115,39514.197
secondary_link,33,1167.591
service,256,39118.321
steps,32,442.778
tertiary,121,43471.615
tertiary_link,11,256.612
track,12,5573.069
trunk,26,19567.574
trunk_link,43,11085.23
unclassified,117,25889.65
