highway,count,length
footway,53,5343.29
path,3,289.268
pedestrian,1,255.123
residential,456,83313.028
secondary,3,4322.74
secondary_link,4,103.944
service,20,3461.488
tertiary,18,8958.276
track,10,11158.857
unclassified,22,8475.741
