highway,count,length
construction,15,3274.952
footway,58,5405.66
primary,29,8211.073
primary_link,4,111.927
residential,226,31541.433
secondary,25,8332.278
secondary_link,4,173.719
service,9,673.879
steps,3,50.628
tertiary,20,5702.15
tertiary_link,1,48.009
trunk,16,4571.925
trunk_link,3,893.548
