highway,count,length
cycleway,1,1333.626
footway,262,18403.088
path,21,1510.704
pedestrian,1,62.83
primary,52,14864.558
primary_link,18,2194.516
residential,1561,241403.548
secondary,80,33344.077
secondary_link,35,4630.669
service,125,22380.945
steps,15,165.972
tertiary,126,50128.336
tertiary_link,9,231.87
track,35,19604.16
trunk,12,15016.693
trunk_link,45,11274.095
unclassified,116,38790.474
