highway,count,length
cycleway,1,978.852
footway,12,432.758
path,1,125.849
pedestrian,2,1087.672
primary,8,6680.375
primary_link,5,882.832
residential,82,13291.473
secondary,7,2604.214
secondary_link,5,1055.011
service,37,5210.039
steps,2,14.872
tertiary,10,6911.706
tertiary_link,2,114.787
track,7,1743.648
trunk,4,2059.354
trunk_link,2,237.789
unclassified,15,5254.912
