highway,count,length
busway,2,659.53
construction,6,3786.254
cycleway,1,2009.43
footway,252,24046.95
living_street,1,210.865
path,5,499.368
pedestrian,20,6044.591
primary,117,25754.895
primary_link,56,7065.045
residential,701,82105.081
secondary,36,18823.734
secondary_link,4,223.84
service,253,26332.435
steps,12,150.738
tertiary,52,16708.038
tertiary_link,10,329.121
unclassified,16,7241.236
