highway,count,length
footway,28,1393.6
primary,6,686.219
residential,385,63055.221
secondary,12,17099.928
secondary_link,7,219.645
service,8,697.914
steps,4,53.244
tertiary,22,11109.019
trunk,11,5983.148
trunk_link,8,1836.468
unclassified,2,731.921
