highway,count,length
cycleway,1,1333.626
footway,13,734.908
residential,94,14227.25
secondary,21,8260.273
secondary_link,10,1299.751
service,4,461.548
steps,1,12.764
tertiary,3,633.512
trunk,2,11784.983
trunk_link,2,627.968
