highway,count,length
construction,40,26268.525
cycleway,1,792.565
footway,211,14748.832
living_street,46,7435.251
motorway,10,13575.776
motorway_link,4,1324.996
primary,12,7470.347
primary_link,2,611.423
residential,459,78561.537
secondary,24,10968.602
secondary_link,4,201.239
service,214,43855.596
steps,8,95.727
tertiary,63,36456.984
tertiary_link,13,1401.081
track,51,31682.563
trunk,17,20432.734
trunk_link,13,5047.497
unclassified,112,49150.565
