highway,count,length
footway,45,3646.69
path,1,55.482
primary,6,1690.669
residential,157,25094.321
secondary,2,1200.742
service,28,6384.91
steps,3,38.465
tertiary,19,9880.384
tertiary_link,1,13.633
trunk,8,3498.098
trunk_link,6,1104.258
unclassified,3,437.166
