highway,count,length
footway,21,1196.811
pedestrian,2,18.955
primary,5,3016.9
primary_link,6,242.771
residential,205,31180.944
secondary,14,8493.29
secondary_link,9,333.576
service,4,168.564
tertiary,14,3098.022
