highway,count,length
construction,4,6414.103
cycleway,1,836.305
footway,68,5643.26
primary,4,9007.263
primary_link,2,26.637
residential,170,32498.075
service,37,7839.706
steps,2,14.512
tertiary,2,2709.927
track,3,8236.855
