amenity,count
atm,1
bank,16
cafe,1
car_rental,1
car_sharing,1
clinic,1
doctors,1
internet_cafe,2
kindergarten,1
marketplace,1
pharmacy,2
place_of_worship,5
restaurant,3
school,2
