highway,count,length
footway,54,3731.861
living_street,8,1561.896
pedestrian,1,165.918
primary,7,1763.757
primary_link,5,218.279
residential,216,31877.677
secondary,49,11711.952
secondary_link,15,1241.941
service,8,532.875
steps,2,22.503
tertiary,11,3224.754
tertiary_link,1,56.74
