highway,count,length
footway,117,10952.69
primary,33,9686.399
primary_link,14,823.842
residential,385,53382.013
secondary,14,9550.067
secondary_link,5,161.82
service,36,4677.699
steps,12,132.488
tertiary,54,16670.189
tertiary_link,4,60.314
track,21,8346.832
unclassified,11,1475.955
