highway,count,length
construction,56,33770.673
corridor,1,11.292
cycleway,23,24877.693
footway,2126,156748.612
living_street,7,1198.185
path,31,14843.658
pedestrian,119,19614.168
primary,317,115036.339
primary_link,85,4462.186
residential,4803,699058.071
secondary,384,130396.874
secondary_link,99,3839.328
service,920,135528.474
steps,152,3229.06
tertiary,365,114870.175
tertiary_link,56,1180.495
track,137,74892.208
trunk,227,80060.943
trunk_link,234,44468.171
unclassified,175,69673.946
