highway,count,length
cycleway,6,6010.939
footway,219,15344.337
path,1,63.333
pedestrian,2,134.304
primary,47,13856.214
primary_link,3,74.583
residential,377,58520.108
secondary,20,11816.827
secondary_link,1,66.759
service,72,14091.264
steps,9,136.587
tertiary,32,13172.228
tertiary_link,7,114.654
track,15,6910.117
trunk,26,5676.346
trunk_link,19,3021.536
unclassified,20,5421.921
