highway,count,length
footway,46,4182.457
living_street,8,1561.896
primary,13,3869.356
primary_link,10,1589.313
residential,164,27052.947
secondary,28,6023.331
secondary_link,12,1053.289
service,15,928.223
tertiary,11,2296.143
tertiary_link,1,56.74
