highway,count,length
construction,57,41111.413
cycleway,4,3618.417
footway,808,52276.333
living_street,70,6939.814
path,4,347.717
pedestrian,7,1889.845
primary,23,29053.25
primary_link,5,639.518
raceway,2,498.397
residential,1623,270049.457
rest_area,2,49.166
road,7,1546.809
secondary,224,81229.263
secondary_link,50,2040.486
service,238,29522.972
steps,33,545.656
tertiary,117,38782.715
tertiary_link,8,142.725
track,29,13045.156
trunk,89,26759.538
trunk_link,47,8128.93
unclassified,40,11507.762
