highway,count,length
construction,11,1229.212
footway,16,881.466
living_street,1,1033.438
primary,24,5840.203
primary_link,5,254.434
residential,125,14867.883
secondary,22,7036.996
secondary_link,6,280.993
service,36,2521.016
tertiary,12,6723.643
tertiary_link,7,132.171
track,2,769.994
unclassified,1,183.691
