highway,count,length
cycleway,1,1248.656
footway,234,16754.376
living_street,4,269.578
path,1,59.52
pedestrian,10,3689.655
primary,51,14691.59
primary_link,9,521.19
residential,530,67183.742
secondary,19,14469.981
secondary_link,1,27.738
service,35,4442.663
steps,19,185.486
tertiary,35,10355.241
tertiary_link,2,26.078
track,4,2685.602
trunk,9,3073.466
trunk_link,9,2306.232
unclassified,2,137.309
