highway,count,length
footway,105,11339.915
path,3,289.268
residential,342,58243.973
secondary,13,14204.316
secondary_link,12,620.159
service,18,2983.178
tertiary,22,12428.223
tertiary_link,1,43.466
trunk,2,4239.104
trunk_link,7,1296.717
unclassified,6,962.899
