highway,count,length
cycleway,1,414.152
footway,44,1972.02
path,1,66.314
primary,6,1969.356
primary_link,5,296.579
residential,102,21074
secondary,19,6153.606
secondary_link,1,31.068
steps,2,34.538
tertiary,4,1075.811
trunk,11,2681.299
trunk_link,7,1333.822
