amenity,count
atm,1
bank,4
car_wash,2
cinema,1
clinic,3
fire_station,2
food_court,1
fuel,2
pharmacy,1
place_of_worship,5
police,2
restaurant,1
taxi,1
telephone,1
toilets,1
