highway,count,length
construction,22,11163.618
cycleway,4,6715.702
footway,508,33667.582
path,3,320.228
pedestrian,13,1507.116
primary,66,22260.436
primary_link,15,489.84
residential,1204,174182.889
secondary,124,38502.905
secondary_link,23,783.937
service,148,21908.69
steps,47,780.759
tertiary,80,26382.63
tertiary_link,14,290.932
trunk,80,32835.327
trunk_link,91,15662.678
unclassified,10,815.658
