highway,count,length
footway,5,121.942
primary,5,2918.999
primary_link,3,97.501
residential,76,9470.243
secondary,5,2000.592
secondary_link,4,177.619
service,1,167.966
tertiary,5,2778.491
tertiary_link,1,20.545
