,public transport,cycling infrastructure,sidewalks,residential,public safety,commercial,educational,recreational,healthcare,percentage,coordinates
منطقه ۱,83,8,708,2982,10,164,73,657,195,100.0,"[(36.3164062, 59.5859143), (36.3194043, 59.5826554), (36.3124625, 59.5902776), (36.3140747, 59.5884698), (36.3164062, 59.5859143), (36.2979703, 59.6059469), (36.3124625, 59.5902776), (36.2956033, 59.5990925), (36.2979703, 59.6059469), (36.2949381, 59.5971689), (36.2956033, 59.5990925), (36.2925368, 59.5902273), (36.2949381, 59.5971689), (36.2910495, 59.5859518), (36.2925368, 59.5902273), (36.2864007, 59.5570641), (36.2834663, 59.5597406), (36.2843545, 59.5620208), (36.2837037, 59.5624671), (36.2839617, 59.5632532), (36.2833058, 59.5635863), (36.2910495, 59.5859518), (36.300124, 59.5632375), (36.2872233, 59.5571248), (36.2864007, 59.5570641), (36.3073821, 59.5523129), (36.300124, 59.5632375), (36.315082, 59.540596), (36.3150536, 59.540658), (36.3073821, 59.5523129), (36.315082, 59.540596), (36.3154192, 59.5406726), (36.3177391, 59.5412765), (36.3183929, 59.5414781), (36.3183929, 59.5414781), (36.3198422, 59.541824), (36.3243976, 59.5430324), (36.32597, 59.5434495), (36.326077, 59.5434779), (36.3261639, 59.543501), (36.325304, 59.5504701), (36.3254486, 59.5480326), (36.3261639, 59.543501), (36.3250317, 59.5550608), (36.325304, 59.5504701), (36.3245109, 59.5634428), (36.3250317, 59.5550608), (36.3241069, 59.5699889), (36.3245109, 59.5634428), (36.3236348, 59.5779052), (36.3241069, 59.5699889), (36.3194043, 59.5826554), (36.3236348, 59.5779052)]"
منطقه ۱۱,14,1,1357,2553,5,102,32,523,86,100.0,"[(36.3183929, 59.5414781), (36.3198422, 59.541824), (36.3243976, 59.5430324), (36.32597, 59.5434495), (36.326077, 59.5434779), (36.3261639, 59.543501), (36.3261639, 59.543501), (36.3355252, 59.5459621), (36.3355252, 59.5459621), (36.340026, 59.5471437), (36.340026, 59.5471437), (36.3435371, 59.5479842), (36.3444469, 59.5480593), (36.3452517, 59.5480044), (36.3450991, 59.5366175), (36.3451265, 59.5400822), (36.3451312, 59.5459403), (36.3451315, 59.5462898), (36.3452517, 59.5480044), (36.3450916, 59.5331941), (36.3450844, 59.5347624), (36.3450991, 59.5366175), (36.3451026, 59.531234), (36.3450916, 59.5331941), (36.3451788, 59.5152022), (36.3451709, 59.5171366), (36.3451174, 59.5229737), (36.3451026, 59.531234), (36.3451828, 59.5141432), (36.3451788, 59.5152022), (36.3453784, 59.5026735), (36.3453551, 59.5037634), (36.3452006, 59.5087562), (36.3451828, 59.5141432), (36.3454167, 59.5010733), (36.3453784, 59.5026735), (36.3466136, 59.4879713), (36.3463877, 59.4924016), (36.3458778, 59.4965564), (36.3456257, 59.4986637), (36.3454167, 59.5010733), (36.3466893, 59.476801), (36.3466668, 59.4834177), (36.3466136, 59.4879713), (36.3510607, 59.4658001), (36.3505628, 59.4664069), (36.3501231, 59.4669428), (36.348718, 59.4684415), (36.3478828, 59.4694029), (36.347164, 59.470692), (36.346727, 59.4726217), (36.3466902, 59.4742376), (36.3466893, 59.476801), (36.340156, 59.460644), (36.3405088, 59.4605894), (36.3415513, 59.4605236), (36.3423793, 59.4607511), (36.343529, 59.4613377), (36.3448815, 59.4620044), (36.3464888, 59.4627841), (36.3483159, 59.4638136), (36.3492371, 59.4644358), (36.350458, 59.4652103), (36.3510607, 59.4658001), (36.3366523, 59.4718545), (36.340156, 59.460644), (36.3348678, 59.4775772), (36.3366523, 59.4718545), (36.3323566, 59.4855895), (36.3348678, 59.4775772), (36.3290215, 59.4962902), (36.3323566, 59.4855895), (36.3274076, 59.5014603), (36.3290215, 59.4962902), (36.3252325, 59.508435), (36.3274076, 59.5014603), (36.3230173, 59.5155166), (36.3252325, 59.508435), (36.3202147, 59.5245237), (36.3230173, 59.5155166), (36.319233, 59.5276973), (36.3202147, 59.5245237), (36.315082, 59.540596), (36.315455, 59.5398959), (36.319233, 59.5276973), (36.315082, 59.540596), (36.3154192, 59.5406726), (36.3177391, 59.5412765), (36.3183929, 59.5414781)]"
منطقه ۵,23,0,489,3291,7,50,18,273,30,88.89,"[(36.2924812, 59.6310097), (36.2918053, 59.6309105), (36.2891431, 59.630525), (36.2891431, 59.630525), (36.2876325, 59.6303236), (36.2872324, 59.6301699), (36.2868402, 59.6298749), (36.2866933, 59.6297017), (36.2864575, 59.6293681), (36.2864575, 59.6293681), (36.2854104, 59.6276522), (36.2848448, 59.6269173), (36.2843413, 59.6264097), (36.2830539, 59.6252507), (36.2821005, 59.6245458), (36.2815723, 59.6241526), (36.2815723, 59.6241526), (36.2815122, 59.6242965), (36.281506, 59.6243104), (36.2812767, 59.6248211), (36.281272, 59.6248429), (36.2808662, 59.6269076), (36.2795327, 59.6323943), (36.279049, 59.6347421), (36.2774178, 59.6390053), (36.27692, 59.6407552), (36.27692, 59.6407552), (36.2767341, 59.6411034), (36.2764914, 59.6416641), (36.2741047, 59.647707), (36.2702972, 59.6571442), (36.2702972, 59.6571442), (36.2691398, 59.6600116), (36.2691398, 59.6600116), (36.28274, 59.672355), (36.28274, 59.672355), (36.2789591, 59.6780686), (36.2789591, 59.6780686), (36.2750014, 59.6841268), (36.2750014, 59.6841268), (36.2738344, 59.6858883), (36.2732019, 59.6869196), (36.2715782, 59.6896166), (36.2704218, 59.6915732), (36.2704218, 59.6915732), (36.2703044, 59.6917953), (36.2703044, 59.6917953), (36.2703952, 59.6920176), (36.2703952, 59.6920176), (36.2722124, 59.705013), (36.2847581, 59.7049426), (36.28033, 59.68297), (36.28033, 59.68297), (36.2863088, 59.6858272), (36.2863088, 59.6858272), (36.2945128, 59.6897506), (36.299079, 59.6943236), (36.311902, 59.7040813), (36.311902, 59.7040813), (36.315177, 59.7065735), (36.315177, 59.7065735), (36.3080511, 59.6893406), (36.3080511, 59.6893406), (36.3064869, 59.6837147), (36.3061331, 59.6824978), (36.3058221, 59.6813835), (36.3058221, 59.6813835), (36.3052635, 59.6801128), (36.3046786, 59.6789859), (36.3042461, 59.6777761), (36.304236, 59.677662), (36.3042102, 59.6773393), (36.3041386, 59.6771119), (36.3040851, 59.6769103), (36.303765, 59.6761183), (36.3027909, 59.673502), (36.3025993, 59.6731418), (36.3024213, 59.6727193), (36.3024213, 59.6727193), (36.2972371, 59.6632986), (36.2971032, 59.6628756), (36.2971069, 59.6626228), (36.2971755, 59.6625605), (36.2974153, 59.6625387), (36.2973878, 59.6619829), (36.2973878, 59.6619829), (36.2953147, 59.6612416), (36.2953147, 59.6612416), (36.2939896, 59.6608522), (36.2939896, 59.6608522), (36.2916513, 59.660165), (36.2880812, 59.6590606), (36.2880812, 59.6590606), (36.2883918, 59.6577759), (36.2894731, 59.6524839), (36.2900147, 59.6502771), (36.2906649, 59.6491872), (36.2908283, 59.6487086), (36.2910321, 59.6483637), (36.2915236, 59.6477341), (36.293476, 59.6458698), (36.293476, 59.6458698), (36.2915748, 59.6428395), (36.2910335, 59.6417537), (36.2906592, 59.6403538), (36.2906592, 59.6403538), (36.290371, 59.6391142), (36.2899913, 59.637691), (36.2894972, 59.6358306), (36.2894972, 59.6358306), (36.2892256, 59.6348052), (36.2893688, 59.6343697), (36.2898251, 59.6335471), (36.2924812, 59.6310097)]"
منطقه ۶,29,0,332,2430,7,18,6,306,14,88.89,"[(36.2513942, 59.7047338), (36.2564209, 59.712882), (36.2561787, 59.7178172), (36.2518874, 59.7237396), (36.2446702, 59.7212537), (36.2446702, 59.7212537), (36.2410543, 59.719448), (36.2381208, 59.716042), (36.2379737, 59.7121524), (36.2395952, 59.7080227), (36.2466438, 59.712878), (36.2503147, 59.704017), (36.2503147, 59.704017), (36.2513942, 59.7047338), (36.2440711, 59.6672216), (36.2457165, 59.6702274), (36.2496534, 59.6767344), (36.2479836, 59.67954), (36.2462372, 59.682003), (36.2545277, 59.6926138), (36.2458523, 59.6658656), (36.2440711, 59.6672216), (36.2495967, 59.6626764), (36.2458523, 59.6658656), (36.2472589, 59.6579812), (36.2495967, 59.6626764), (36.2580623, 59.6260974), (36.2572374, 59.6245872), (36.2556469, 59.6341461), (36.2584047, 59.6417101), (36.2579202, 59.6427186), (36.2546037, 59.6451193), (36.2447073, 59.6523664), (36.2472589, 59.6579812), (36.2641699, 59.6314564), (36.260662, 59.6283504), (36.2594811, 59.6275243), (36.2580623, 59.6260974), (36.2708723, 59.6258223), (36.2698343, 59.627453), (36.2692591, 59.628483), (36.2676155, 59.6300762), (36.2668236, 59.6311521), (36.2665239, 59.6308961), (36.2651845, 59.6296753), (36.2641699, 59.6314564), (36.2765014, 59.6173075), (36.2760721, 59.6175185), (36.2750309, 59.6184383), (36.2739972, 59.6191335), (36.2735085, 59.6203123), (36.2733095, 59.6208488), (36.2731452, 59.6214174), (36.2729685, 59.621976), (36.272745, 59.6225071), (36.2724725, 59.6230703), (36.2719838, 59.6240145), (36.2708723, 59.6258223), (36.2812779, 59.6238701), (36.2810919, 59.6236743), (36.2798518, 59.621993), (36.2794886, 59.6215478), (36.2792421, 59.621309), (36.2779, 59.62048), (36.2777471, 59.6203358), (36.2775513, 59.6200627), (36.2767591, 59.618582), (36.2766674, 59.6183165), (36.2765014, 59.6173075), (36.2815723, 59.6241526), (36.2812779, 59.6238701), (36.2815723, 59.6241526), (36.2815122, 59.6242965), (36.281506, 59.6243104), (36.2812767, 59.6248211), (36.281272, 59.6248429), (36.2808662, 59.6269076), (36.2795327, 59.6323943), (36.279049, 59.6347421), (36.2774178, 59.6390053), (36.27692, 59.6407552), (36.27692, 59.6407552), (36.2767341, 59.6411034), (36.2764914, 59.6416641), (36.2741047, 59.647707), (36.2702972, 59.6571442), (36.2702972, 59.6571442), (36.2691398, 59.6600116), (36.2691398, 59.6600116), (36.28274, 59.672355), (36.28274, 59.672355), (36.2789591, 59.6780686), (36.2789591, 59.6780686), (36.2750014, 59.6841268), (36.2750014, 59.6841268), (36.2738344, 59.6858883), (36.2732019, 59.6869196), (36.2715782, 59.6896166), (36.2704218, 59.6915732), (36.2704218, 59.6915732), (36.2703044, 59.6917953), (36.2569999, 59.6903398), (36.2628497, 59.6937801), (36.2669475, 59.6989516), (36.2684154, 59.6950494), (36.2691703, 59.6934905), (36.2697564, 59.6923868), (36.2701178, 59.6917213), (36.2703044, 59.6917953), (36.2556158, 59.6940066), (36.2569999, 59.6903398), (36.2545277, 59.6926138), (36.2556158, 59.6940066)]"
منطقه ثامن,22,0,294,792,8,43,13,342,23,88.89,"[(36.2924812, 59.6310097), (36.2918053, 59.6309105), (36.2891431, 59.630525), (36.2891431, 59.630525), (36.2876325, 59.6303236), (36.2872324, 59.6301699), (36.2868402, 59.6298749), (36.2866933, 59.6297017), (36.2864575, 59.6293681), (36.2864575, 59.6293681), (36.2854104, 59.6276522), (36.2848448, 59.6269173), (36.2843413, 59.6264097), (36.2830539, 59.6252507), (36.2821005, 59.6245458), (36.2815723, 59.6241526), (36.2815723, 59.6241526), (36.2812779, 59.6238701), (36.2812779, 59.6238701), (36.2810919, 59.6236743), (36.2798518, 59.621993), (36.2794886, 59.6215478), (36.2792421, 59.621309), (36.2779, 59.62048), (36.2777471, 59.6203358), (36.2775513, 59.6200627), (36.2767591, 59.618582), (36.2766674, 59.6183165), (36.2765014, 59.6173075), (36.2765014, 59.6173075), (36.2774738, 59.6175466), (36.2776728, 59.6174165), (36.2778031, 59.6173309), (36.2779404, 59.6172366), (36.2781143, 59.6171099), (36.2782798, 59.6169701), (36.2784678, 59.6168199), (36.2787889, 59.6165264), (36.2791354, 59.6162434), (36.279529, 59.6159193), (36.2801381, 59.6154232), (36.2805458, 59.615093), (36.2810251, 59.6147036), (36.2811335, 59.6146155), (36.2811661, 59.614589), (36.2815273, 59.614292), (36.2819384, 59.6139529), (36.2828385, 59.6132179), (36.2829385, 59.6129944), (36.2829519, 59.6129728), (36.283051, 59.6128833), (36.283353, 59.6126534), (36.2838522, 59.6122353), (36.2909554, 59.6063187), (36.2881847, 59.6086612), (36.2838522, 59.6122353), (36.2939669, 59.6102006), (36.2921808, 59.607842), (36.2911992, 59.606547), (36.2909554, 59.6063187), (36.2939669, 59.6102006), (36.2948531, 59.6113799), (36.2955886, 59.6123862), (36.2964321, 59.6134873), (36.2990367, 59.6169187), (36.2997119, 59.6178421), (36.2997119, 59.6178421), (36.3029718, 59.6221947), (36.3029718, 59.6221947), (36.3027283, 59.6224862), (36.3025406, 59.6228012), (36.3020813, 59.6232616), (36.2980847, 59.6269616), (36.2971298, 59.6276637), (36.2967156, 59.627901), (36.2959034, 59.6282883), (36.2959034, 59.6282883), (36.2956341, 59.6283694), (36.2947008, 59.6288994), (36.2939399, 59.6295914), (36.2924812, 59.6310097)]"
منطقه ۳,61,0,735,5547,10,73,21,783,46,88.89,"[(36.3362895, 59.6062435), (36.3383941, 59.6072375), (36.3401388, 59.6080668), (36.3459258, 59.6113781), (36.3468997, 59.611901), (36.3507774, 59.6126945), (36.3590943, 59.614411), (36.3648893, 59.6225393), (36.3273831, 59.6240169), (36.3362895, 59.6062435), (36.3255976, 59.6231243), (36.3266481, 59.6237442), (36.3273831, 59.6240169), (36.3201594, 59.6197165), (36.3255976, 59.6231243), (36.3142779, 59.6161032), (36.3201594, 59.6197165), (36.3115763, 59.6144362), (36.3142779, 59.6161032), (36.3031026, 59.609197), (36.3032125, 59.6093045), (36.3074113, 59.6118982), (36.3115763, 59.6144362), (36.2979703, 59.6059469), (36.3031026, 59.609197), (36.2979703, 59.6059469), (36.2939669, 59.6102006), (36.2939669, 59.6102006), (36.2948531, 59.6113799), (36.2955886, 59.6123862), (36.2964321, 59.6134873), (36.2990367, 59.6169187), (36.2997119, 59.6178421), (36.2997119, 59.6178421), (36.3029718, 59.6221947), (36.3029718, 59.6221947), (36.3027283, 59.6224862), (36.3025406, 59.6228012), (36.3020813, 59.6232616), (36.2980847, 59.6269616), (36.2971298, 59.6276637), (36.2967156, 59.627901), (36.2959034, 59.6282883), (36.2959034, 59.6282883), (36.2963061, 59.6290589), (36.2991494, 59.633549), (36.2991494, 59.633549), (36.3000303, 59.6349233), (36.3000303, 59.6349233), (36.3017298, 59.6377099), (36.3018205, 59.6378606), (36.3018205, 59.6378606), (36.3060047, 59.6445943), (36.3060047, 59.6445943), (36.3115926, 59.6534938), (36.3115926, 59.6534938), (36.3174804, 59.6631082), (36.3174804, 59.6631082), (36.320111, 59.6673381), (36.320111, 59.6673381), (36.3288348, 59.6813656), (36.3321467, 59.6839915), (36.3321467, 59.6839915), (36.3362619, 59.6754635), (36.3362619, 59.6754635), (36.344638, 59.658104), (36.344638, 59.658104), (36.3536393, 59.6427119), (36.3536393, 59.6427119), (36.3593452, 59.6326973), (36.3593452, 59.6326973), (36.3648893, 59.6225393), (36.3932195, 59.6803034), (36.3936259, 59.6802683), (36.3940672, 59.6803546), (36.3944025, 59.6803493), (36.3951747, 59.6803716), (36.3963155, 59.6804202), (36.3966061, 59.6803772), (36.3968406, 59.6803466), (36.3978344, 59.6800805), (36.3988807, 59.679563), (36.3994448, 59.6792007), (36.3994192, 59.679862), (36.3994584, 59.6799844), (36.4000286, 59.6800375), (36.4004814, 59.6796018), (36.4011695, 59.6803635), (36.4005558, 59.6811944), (36.4009463, 59.6818869), (36.4012231, 59.6832021), (36.4023947, 59.6829713), (36.4026174, 59.6803397), (36.4018735, 59.6790702), (36.402393, 59.6782619), (36.4038064, 59.6778003), (36.4038415, 59.67683), (36.4057197, 59.6768762), (36.4066841, 59.6768525), (36.3823542, 59.6748322), (36.3828157, 59.6746449), (36.3837458, 59.6748757), (36.3839497, 59.6759142), (36.3849541, 59.6765835), (36.384213, 59.6787038), (36.3851879, 59.6795076), (36.3864784, 59.6800685), (36.387463, 59.6804143), (36.3896021, 59.6804836), (36.3919552, 59.6803269), (36.3925902, 59.6803562), (36.3932195, 59.6803034), (36.3826522, 59.669795), (36.3818334, 59.6696864), (36.3813616, 59.6690421), (36.3805325, 59.6694575), (36.3800861, 59.6631562), (36.3792118, 59.6631562), (36.3787467, 59.663664), (36.3788955, 59.6672647), (36.3780755, 59.6667337), (36.3776477, 59.6660643), (36.3774617, 59.6644717), (36.3762525, 59.6639177), (36.3755257, 59.665233), (36.3756187, 59.6676566), (36.374557, 59.6684409), (36.3739642, 59.6692307), (36.3732782, 59.6697673), (36.3716506, 59.6702947), (36.3703287, 59.6717049), (36.369938, 59.6735226), (36.3696854, 59.674509), (36.370704, 59.6748898), (36.369935, 59.6767229), (36.3736453, 59.6787669), (36.3747179, 59.6777622), (36.3757783, 59.6771217), (36.3776851, 59.6776469), (36.3776107, 59.6791934), (36.3784664, 59.6791472), (36.3792291, 59.6782932), (36.379936, 59.6782239), (36.380194, 59.6752685), (36.3811427, 59.6745299), (36.3818868, 59.6750146), (36.3823542, 59.6748322), (36.3963997, 59.6695592), (36.3944454, 59.6695689), (36.3936503, 59.6686341), (36.3937619, 59.6680108), (36.3939698, 59.667041), (36.3928957, 59.6668333), (36.3922401, 59.6674046), (36.3920169, 59.6688414), (36.391108, 59.6685816), (36.3901594, 59.6688586), (36.389153, 59.668841), (36.3883997, 59.6682697), (36.3875054, 59.6689275), (36.3867236, 59.6690657), (36.3857463, 59.6699137), (36.384936, 59.6703634), (36.3839455, 59.6699652), (36.3826522, 59.669795), (36.4066841, 59.6768525), (36.4076138, 59.6771756), (36.4081159, 59.6767833), (36.4087296, 59.6773141), (36.4094362, 59.6767371), (36.410087, 59.677268), (36.4111076, 59.6766676), (36.412774, 59.6764586), (36.4128669, 59.6758162), (36.4130343, 59.6746582), (36.4141495, 59.6739656), (36.4161204, 59.6740348), (36.4177553, 59.6737576), (36.4188472, 59.6730658), (36.4204575, 59.6727454), (36.4219194, 59.6722094), (36.4234745, 59.672373), (36.4245343, 59.6721883), (36.425481, 59.672396), (36.4269311, 59.6722575), (36.4294, 59.6638779), (36.4298858, 59.6629206), (36.4304442, 59.6625229), (36.4315822, 59.6622369), (36.430812, 59.661154), (36.4289146, 59.6617307), (36.4267941, 59.6617538), (36.4246541, 59.6632765), (36.4211945, 59.6642917), (36.4202834, 59.6651226), (36.4187575, 59.6662071), (36.4174923, 59.6677764), (36.4162651, 59.6678226), (36.4149802, 59.6668987), (36.413138, 59.6659517), (36.4117656, 59.6663051), (36.4103506, 59.6663969), (36.4095325, 59.6662815), (36.4085655, 59.6658429), (36.4077093, 59.6674354), (36.406923, 59.6670415), (36.4058444, 59.666603), (36.4051378, 59.6667414), (36.4044125, 59.6671338), (36.403184, 59.6678723), (36.4023657, 59.6684263), (36.4013615, 59.6682647), (36.4008943, 59.6686563), (36.4001318, 59.6690256), (36.3987928, 59.6688179), (36.3978245, 59.6691405), (36.3969855, 59.6695173), (36.3963997, 59.6695592)]"
منطقه ۸,57,5,772,2149,16,196,63,874,158,100.0,"[(36.2979703, 59.6059469), (36.2939669, 59.6102006), (36.2956033, 59.5990925), (36.2979703, 59.6059469), (36.2949381, 59.5971689), (36.2956033, 59.5990925), (36.2925368, 59.5902273), (36.2949381, 59.5971689), (36.2910495, 59.5859518), (36.2925368, 59.5902273), (36.2864007, 59.5570641), (36.2834663, 59.5597406), (36.2843545, 59.5620208), (36.2837037, 59.5624671), (36.2839617, 59.5632532), (36.2833058, 59.5635863), (36.2910495, 59.5859518), (36.2859054, 59.5563767), (36.2864007, 59.5570641), (36.2766051, 59.5549093), (36.2773747, 59.5548136), (36.2777989, 59.5548083), (36.2785195, 59.5549843), (36.2800922, 59.5553945), (36.28094, 59.5556095), (36.2825726, 59.5559678), (36.2851098, 59.5564823), (36.2859054, 59.5563767), (36.2727759, 59.5384071), (36.2740463, 59.5421943), (36.2747748, 59.5444033), (36.2752313, 59.5457683), (36.2755653, 59.5468667), (36.2759254, 59.5483607), (36.2762649, 59.5501497), (36.2764411, 59.551192), (36.2765714, 59.5523316), (36.2765914, 59.5528118), (36.2766051, 59.5549093), (36.2677017, 59.5274363), (36.2688756, 59.5282345), (36.269418, 59.5286913), (36.2698453, 59.5293107), (36.2708077, 59.5312048), (36.2716114, 59.5336385), (36.2722481, 59.5366714), (36.2727759, 59.5384071), (36.2526622, 59.5816067), (36.2535433, 59.580108), (36.2545074, 59.5784046), (36.2551612, 59.5736268), (36.2551784, 59.5693397), (36.2557712, 59.5625097), (36.2570924, 59.5542039), (36.2586502, 59.546186), (36.25936, 59.5436814), (36.2611751, 59.5396146), (36.2637697, 59.5357562), (36.2654801, 59.5327936), (36.2671583, 59.5290535), (36.2677017, 59.5274363), (36.2571497, 59.590989), (36.2536869, 59.5891034), (36.2527785, 59.5908952), (36.2521036, 59.59023), (36.2541887, 59.5865178), (36.2535139, 59.5843076), (36.2526622, 59.5816067), (36.2558809, 59.5988444), (36.2566112, 59.5965064), (36.256901, 59.5944384), (36.2570091, 59.5919654), (36.2571497, 59.590989), (36.2617398, 59.5932717), (36.2613813, 59.5936479), (36.2611021, 59.5938826), (36.2607816, 59.5940498), (36.2604897, 59.5941488), (36.2601101, 59.5941488), (36.2597505, 59.5940545), (36.2594751, 59.5940883), (36.2583011, 59.5961575), (36.2572833, 59.5981336), (36.2563647, 59.5989006), (36.2558809, 59.5988444), (36.2680562, 59.5986816), (36.2617398, 59.5932717), (36.2736422, 59.6034737), (36.2680562, 59.5986816), (36.2788585, 59.607954), (36.2736422, 59.6034737), (36.2818078, 59.6104833), (36.2788585, 59.607954), (36.2838522, 59.6122353), (36.2818078, 59.6104833), (36.2909554, 59.6063187), (36.2881847, 59.6086612), (36.2838522, 59.6122353), (36.2939669, 59.6102006), (36.2921808, 59.607842), (36.2911992, 59.606547), (36.2909554, 59.6063187)]"
منطقه ۱۰,24,4,1599,3716,6,43,11,552,47,100.0,"[(36.3835242, 59.5199128), (36.3842327, 59.5197642), (36.3857684, 59.5180675), (36.3864355, 59.5174974), (36.3872837, 59.5164697), (36.3879012, 59.5151815), (36.3886988, 59.5132991), (36.3896859, 59.5107852), (36.3907026, 59.5084445), (36.3926668, 59.5035284), (36.3941515, 59.4998128), (36.3948069, 59.4980271), (36.380253, 59.5148767), (36.38153, 59.5169663), (36.3827071, 59.5190836), (36.3835242, 59.5199128), (36.3741481, 59.5042625), (36.3747332, 59.5049211), (36.3759099, 59.5059486), (36.3766176, 59.506815), (36.3779322, 59.5087333), (36.3783402, 59.5097732), (36.3789976, 59.5122122), (36.3794259, 59.5132892), (36.380253, 59.5148767), (36.3711138, 59.500207), (36.3722688, 59.5018752), (36.3733659, 59.503398), (36.3741481, 59.5042625), (36.3653953, 59.4914132), (36.3675501, 59.4950656), (36.3688072, 59.4969599), (36.3704531, 59.4992504), (36.3711138, 59.500207), (36.3597993, 59.479904), (36.3603416, 59.4811253), (36.3611493, 59.4827348), (36.3616247, 59.4837918), (36.362208, 59.4857312), (36.3628775, 59.4872577), (36.3653953, 59.4914132), (36.3566149, 59.4739138), (36.3572686, 59.4753434), (36.3579766, 59.476928), (36.3590443, 59.478748), (36.3597993, 59.479904), (36.3562949, 59.4732138), (36.3566149, 59.4739138), (36.3510607, 59.4658001), (36.3520511, 59.4668873), (36.3535627, 59.4689701), (36.3538125, 59.4693503), (36.3544654, 59.4701806), (36.3556127, 59.4719881), (36.3562949, 59.4732138), (36.3510607, 59.4658001), (36.3505628, 59.4664069), (36.3501231, 59.4669428), (36.348718, 59.4684415), (36.3478828, 59.4694029), (36.347164, 59.470692), (36.346727, 59.4726217), (36.3466902, 59.4742376), (36.3466893, 59.476801), (36.3466893, 59.476801), (36.3466668, 59.4834177), (36.3466136, 59.4879713), (36.3466136, 59.4879713), (36.3463877, 59.4924016), (36.3458778, 59.4965564), (36.3456257, 59.4986637), (36.3454167, 59.5010733), (36.3454167, 59.5010733), (36.3453784, 59.5026735), (36.3453784, 59.5026735), (36.3453551, 59.5037634), (36.3452006, 59.5087562), (36.3451828, 59.5141432), (36.3451828, 59.5141432), (36.3451788, 59.5152022), (36.3451788, 59.5152022), (36.3451709, 59.5171366), (36.3451174, 59.5229737), (36.3451026, 59.531234), (36.3451026, 59.531234), (36.3450916, 59.5331941), (36.3450916, 59.5331941), (36.3450844, 59.5347624), (36.3450991, 59.5366175), (36.3450991, 59.5366175), (36.3451265, 59.5400822), (36.3451312, 59.5459403), (36.3451315, 59.5462898), (36.3452517, 59.5480044), (36.3452517, 59.5480044), (36.3477968, 59.5493289), (36.3575564, 59.5517976), (36.3589782, 59.5519828), (36.3589782, 59.5519828), (36.360528, 59.5515458), (36.3620914, 59.5510623), (36.3624947, 59.5507462), (36.3632062, 59.5500109), (36.3632062, 59.5500109), (36.3645232, 59.5486551), (36.365188, 59.5478831), (36.3656749, 59.5474742), (36.3662367, 59.5471211), (36.3671131, 59.546833), (36.3677329, 59.5466097), (36.3692059, 59.5456335), (36.3692059, 59.5456335), (36.3705057, 59.5448811), (36.3705057, 59.5448811), (36.3737483, 59.5429379), (36.3742936, 59.5427518), (36.3748853, 59.5427053), (36.3760334, 59.5420104), (36.3762947, 59.5418047), (36.3762947, 59.5418047), (36.3765589, 59.5415574), (36.3769729, 59.5409114), (36.380002, 59.5354102), (36.3825443, 59.5308247), (36.3833005, 59.5295282), (36.3833005, 59.5295282), (36.3839435, 59.5283863), (36.3847816, 59.5271368), (36.3859285, 59.5256442), (36.3859285, 59.5256442), (36.3869328, 59.5245251), (36.3878799, 59.5234457), (36.3878799, 59.5234457), (36.3890317, 59.5221663), (36.3904389, 59.5206637), (36.3930916, 59.51755), (36.3958944, 59.5144219), (36.3997806, 59.5101929), (36.3948069, 59.4980271), (36.3965213, 59.5003404), (36.3968576, 59.503158), (36.3974423, 59.5062613), (36.3987181, 59.5086824), (36.3997806, 59.5101929)]"
