highway,count,length
cycleway,2,514.98
footway,25,2115.772
residential,81,20542.254
secondary,29,10307.033
secondary_link,5,232.252
steps,5,77.482
tertiary,4,2073.995
trunk,14,5835.01
trunk_link,39,8837.955
unclassified,3,1200.875
