highway,count,length
construction,4,2569.563
footway,51,5629.698
living_street,1,210.865
path,2,102.69
pedestrian,4,684.739
primary,26,5157.119
primary_link,12,1446.021
residential,139,17921.247
secondary,2,1230.938
service,13,1158.047
steps,2,12.443
tertiary,13,3948.605
tertiary_link,3,74.355
unclassified,3,1181.699
