highway,count,length
construction,1,505.355
cycleway,4,6984.377
footway,281,21666.538
living_street,6,1135.055
path,7,464.647
pedestrian,4,2125.6
primary,11,8577.484
primary_link,4,81.031
residential,673,92112.153
secondary,55,23531.822
secondary_link,14,788.136
service,71,10532.929
steps,10,92.149
tertiary,52,18609.698
tertiary_link,12,359.09
track,18,9555.941
trunk_link,1,138.832
unclassified,19,5492.912
