highway,count,length
busway,2,659.53
construction,55,31898.239
corridor,1,11.292
cycleway,21,24158.461
footway,572,49654.103
living_street,7,559.358
path,4,1730.877
pedestrian,79,9971.721
primary,229,63159.107
primary_link,66,3548.623
residential,2077,307437.036
secondary,151,66587.039
secondary_link,38,1561.337
service,635,73948.218
steps,61,962.107
tertiary,258,80718.644
tertiary_link,35,725.32
track,20,14913.252
trunk,51,18232.625
trunk_link,69,12326.199
unclassified,107,27002.926
