highway,count,length
construction,55,31898.239
cycleway,4,7384.527
footway,67,4887.945
living_street,5,468.097
path,1,1383.235
primary,23,10021.667
primary_link,4,123.901
residential,264,58748.718
secondary,33,24260.332
secondary_link,11,479.482
service,141,22375.557
steps,10,205.5
tertiary,40,15505.183
tertiary_link,4,44.897
track,10,9080.267
trunk,17,10208.308
trunk_link,35,5696.779
unclassified,57,13870.279
