amenity,count
bank,15
car_rental,1
car_sharing,1
doctors,1
fast_food,2
internet_cafe,2
kindergarten,1
marketplace,1
pharmacy,2
place_of_worship,4
police,1
restaurant,3
school,1
toilets,1
