highway,count,length
construction,2,1220.181
footway,463,44486.537
living_street,13,2243.097
path,3,289.268
pedestrian,6,1105.503
primary,68,29492.23
primary_link,50,5255.349
proposed,2,847.842
residential,3072,465988.621
secondary,223,90902.78
secondary_link,93,8440.245
service,190,25218.449
steps,35,373.128
tertiary,240,92791.235
tertiary_link,23,670.323
track,15,12135.055
trunk,26,14966.213
trunk_link,24,5443.753
unclassified,64,24076.043
