amenity,count
atm,2
bank,3
cafe,6
clinic,1
college,3
conference_centre,3
courthouse,1
doctors,2
fast_food,3
ice_cream,1
library,5
parking,1
parking_entrance,2
pharmacy,2
place_of_worship,1
restaurant,2
school,2
shelter,8
shower,1
social_centre,1
studio,1
telephone,2
theatre,2
toilets,4
waste_basket,1
