highway,count,length
construction,47,15269.484
footway,294,21492.191
living_street,30,3464.797
pedestrian,3,1299.304
primary,8,6310.428
primary_link,3,109.815
residential,756,126806.587
secondary,99,44187.09
secondary_link,29,960.198
service,85,8640.309
steps,23,330.386
tertiary,56,22826.938
tertiary_link,5,100.415
track,1,82.299
trunk,16,20034.411
trunk_link,9,2636.43
unclassified,13,4310.189
