highway,count,length
footway,14,617.336
primary,2,3173.787
primary_link,3,157.19
residential,140,18941.168
secondary,3,3064.532
secondary_link,1,10.354
service,20,1531.184
tertiary,13,4130.528
unclassified,1,21.97
