highway,count,length
construction,5,760.644
footway,335,27178.719
path,1,69.267
pedestrian,7,2119.341
primary,46,22547.558
primary_link,11,563.318
proposed,2,847.842
residential,1938,328410.444
secondary,51,38668.763
secondary_link,24,879.418
service,158,29885.628
steps,25,300.823
tertiary,112,43853.531
tertiary_link,5,74.782
track,10,9653.711
trunk,24,10459.58
trunk_link,21,4637.53
unclassified,46,19389.751
