highway,count,length
cycleway,1,1333.626
footway,69,4532.631
path,21,1510.704
pedestrian,1,62.83
primary,17,3711.897
primary_link,6,288.07
residential,925,145466.753
secondary,29,14728.179
secondary_link,22,4078.01
service,43,11550.863
steps,8,97.493
tertiary,63,27602.29
tertiary_link,4,71.14
track,13,8760.829
trunk,2,11784.983
trunk_link,15,3861.359
unclassified,101,35486.305
