amenity,count
atm,2
bank,9
cafe,3
car_sharing,1
clinic,2
fast_food,5
fire_station,2
fuel,2
internet_cafe,4
office,1
pharmacy,3
place_of_worship,5
police,2
restaurant,2
school,3
shower,1
toilets,4
veterinary,2
