highway,count,length
footway,2,83.613
primary,15,3740.329
primary_link,8,1386.73
residential,128,14067.409
secondary,2,2057.451
secondary_link,1,93.457
service,26,3209.122
tertiary,12,5199.146
tertiary_link,5,209.266
