highway,count,length
footway,4,83.361
primary,4,2248.197
primary_link,3,172.842
residential,125,16808.649
secondary,12,4735.463
secondary_link,7,280.874
service,1,472.684
tertiary,13,4585.118
tertiary_link,2,31.345
