highway,count,length
construction,1,470.994
footway,30,2600.324
primary,31,10145.931
primary_link,9,1001.555
residential,365,38135.262
secondary,10,6978.273
secondary_link,2,111.006
service,106,6267.809
steps,3,76.435
tertiary,20,5183.812
tertiary_link,1,17.357
unclassified,5,2909.301
