highway,count,length
construction,4,13974.335
cycleway,2,1363.984
footway,74,4767.141
residential,195,29621.959
secondary,4,3395.961
secondary_link,1,41.61
service,12,722.204
tertiary,18,13273.451
tertiary_link,5,95.319
trunk,7,2953.249
trunk_link,6,286.567
unclassified,4,1452.611
