highway,count,length
construction,3,840.666
footway,310,23423.01
living_street,1,1033.438
path,9,601.694
pedestrian,1,23.464
primary,94,21749.739
primary_link,37,3600.389
residential,1037,141166.722
secondary,56,26416.201
secondary_link,21,1200.348
service,101,12321.941
steps,21,227.883
tertiary,91,30252.582
tertiary_link,11,225.267
track,29,12328.352
trunk,31,23124.476
trunk_link,79,17881.637
unclassified,55,10947.841
