highway,count,length
cycleway,3,6682.632
footway,402,33505.259
path,1,38.571
pedestrian,18,4510.236
primary,6,3579.483
primary_link,1,16.398
residential,240,34355.297
secondary,17,8669.962
secondary_link,2,32.785
service,323,39413.622
steps,22,339.724
tertiary,19,11490.4
tertiary_link,6,77
track,17,6393.102
trunk,47,8198.977
trunk_link,8,1696.458
unclassified,53,13946.757
