highway,count,length
footway,33,2855.34
primary,7,5638.929
primary_link,6,226.481
proposed,2,847.842
residential,148,29473.644
secondary,13,6115.462
secondary_link,3,69.361
service,9,5838.234
steps,2,22.309
tertiary,13,2744.177
