amenity,count
atm,4
bank,1
car_wash,2
casino,1
clinic,4
events_venue,1
fast_food,4
fire_station,1
fuel,1
marketplace,1
pharmacy,3
place_of_worship,1
police,1
restaurant,7
waste_basket,1
