highway,count,length
footway,57,7500.274
primary,11,6543.248
primary_link,4,172.603
proposed,2,847.842
residential,288,57555.069
secondary,24,10970.165
secondary_link,5,206.548
service,23,1558.97
tertiary,35,14341.728
tertiary_link,2,53.285
trunk_link,1,108.973
unclassified,4,4151.858
