highway,count,length
construction,2,1704.661
cycleway,3,4775.388
footway,291,21245.626
living_street,12,1064.503
path,15,1343.909
pedestrian,13,1454.544
primary,119,32177.779
primary_link,40,3263.675
residential,1577,239969.892
secondary,111,45336.66
secondary_link,38,1986.161
service,213,40725.422
steps,29,415.102
tertiary,148,38623.516
tertiary_link,8,221.517
track,8,724.277
trunk,41,16034.468
trunk_link,37,9695.608
unclassified,26,6305.167
