highway,count,length
footway,39,3469.272
primary,10,7406.298
primary_link,8,422.751
residential,203,25646.343
secondary,16,9890.934
secondary_link,1,51.963
service,20,1313.686
steps,2,14.21
tertiary,5,788.765
unclassified,1,2144.667
