highway,count,length
primary,1,3565.859
residential,249,39967.764
secondary,5,3359.541
secondary_link,5,492.859
service,14,1182.371
tertiary,17,19569.902
tertiary_link,1,16.058
track,2,1503.111
unclassified,11,7387.277
